fein,employer_name,lca_count,certified_count,worksite_cities,worksite_counties
82-2647364,"PROSQUIRE LLC.",2,2,"CHICAGO,Waukegan","COOK,LAKE"
82-2407124,"Alvarez & Marsal Consumer and Retail Group, LLC",2,2,"Chicago,Suite 1800",COOK
82-2196851,"Pentangle Tech Services LLC",2,1,Bolingbrook,WILL
82-2059023,"Revantage Corporate Services LLC",2,2,Chicago,COOK
82-1741688,"Pharma Tek Solutions Inc",2,2,"CHICAGO,Chicago",COOK
82-1553639,"The Crone Law Group P.C.",2,2,Chicago,COOK
82-1135178,"Wastewater Acquisition LLC dba IN-PIPE Technology LLC",2,2,"Wood Dale",DUPAGE
82-0978154,"DEPT Commerce LLC (FKA Melon Technologies LLC)",2,1,Chicago,COOK
82-0855415,"Instylla Inc.",2,2,Chicago,COOK
81-5466267,"O2M Technologies, LLC",2,2,Chicago,COOK
81-5437871,"Hollerith IT Solutions LLC",2,2,"Chicago,Evanston",COOK
81-5434098,ALLIANCECHICAGO,2,2,Chicago,COOK
81-5286905,Neopolis,2,2,Chicago,COOK
81-5252847,"DUPLOCLOUD, INC.",2,1,"LAKE ZURICH",LAKE
81-5241899,"Hull Technologies Inc.",2,2,"Aurora,Naperville",DUPAGE
81-5100709,"M&F Collaboration Inc",2,2,"Winfield,West Chicago",DUPAGE
81-4900410,"RAKS Group LLC",2,2,"Schaumburg,Chicago",COOK
81-4602170,"HKA Global LLC",2,2,Chicago,COOK
81-4208138,"K&A Engineering Consulting, P.C.",2,2,Oakbrook,DUPAGE
81-4133785,"Vanta Inc.",2,2,"CHICAGO,ROLLING MEADOWS",COOK
81-4106347,"Liberty Mutual Technology Group Inc.",2,2,Chicago,COOK
81-3975920,"Cryptograph Technologies USA Inc",2,2,"Plainfield,Arlington Heights","WILL,COOK"
81-3941692,"ELYMIR INC.",2,1,Wheeling,COOK
81-3915602,"Ullico Infrastructure Management Company, LLC",2,2,Chicago,COOK
81-3515187,"Scuola Italiana Enrico Fermi, NFP",2,2,Chicago,COOK
81-3315066,"SK Accounting and Tax Advisors, Inc.",2,2,"Arlington Heights",COOK
81-3197209,"S&A IT Training Corporation",2,2,Schaumburg,COOK
81-2182708,"Ahava Services LLC",2,2,"Naperville,Chicago","DUPAGE,COOK"
81-2157036,"MARVELOUS TECHNOLOGIES INC",2,2,"Aurora,Oakbrook Terrace",DUPAGE
81-1879144,"Empower Finance, Inc.",2,2,"Naperville,Chicago","DUPAGE,COOK"
81-1864867,"Kalderos, Inc.",2,2,Chicago,COOK
81-1823324,"Salud Dental",2,2,Waukegan,LAKE
81-1531660,"Intellisoft Systems LLC",2,2,Riverwoods,LAKE
81-1524687,"Futuremindz, LLC.",2,2,"Aurora,Naperville",DUPAGE
81-1227381,"NInfo Systems Inc.",2,2,Naperville,DUPAGE
81-0845325,"Saggi Solutions Inc",2,2,Warrenville,DUPAGE
80-0964284,"SERVICELINK SERVICES, LLC",2,2,"LOMBARD,CHICAGO","DUPAGE,COOK"
80-0845341,"Federal-Mogul Motorparts LLC",2,2,Skokie,COOK
80-0106530,"VALIDATION & TECHNICAL SERVICES INTEGRATED INC.",2,2,"DES PLAINES",COOK
77-0584954,"PERSISTENT SYSTEMS, INC.",2,2,"North Chicago,Waukegan",LAKE
77-0561842,"SRIVEN INFO INC",2,2,Aurora,"DUPAGE,WILL"
77-0333710,"Informatica LLC",2,2,"Naperville,Bolingbrook","DUPAGE,WILL"
77-0154833,"Natus Medical Incorporated",2,2,Schaumburg,COOK
77-0019588,"GN Hearing Care Corporation",2,2,Glenview,COOK
76-0741034,"SVK Systems, Inc.",2,2,Chicago,COOK
76-0516691,"INDUS VALLEY CONSULTANTS, INC.",2,2,Chicago,COOK
75-3157891,"Vtekh Inc",2,2,"Buffalo Grove",LAKE
75-3153704,"Global Choices, Inc.",2,2,Chicago,COOK
75-3145620,"Isolve Technology Inc",2,2,"Schaumburg,Aurora","COOK,DUPAGE"
74-3219359,"Rackspace US, Inc.",2,2,"Elk Grove Village",COOK
74-3111478,"The Dental Clinic LLC",2,2,Chicago,COOK
74-2986446,"V3IT CONSULTING INC.",2,2,"Naperville,Darien",DUPAGE
73-1733867,"Prosper Marketplace, Inc.",2,2,"Chicago,Naperville","COOK,DUPAGE"
73-1642740,"Tmax Soft, Inc.",2,2,Chicago,COOK
71-1017974,"Inovalon, Inc.",2,2,"Vernon Hills",LAKE
68-0523132,"GREEN COURTE PARTNERS, LLC",2,2,"Chicago,CHICAGO",COOK
68-0275553,"CENTRAL GARDEN & PET",2,2,SCHAUMBURG,COOK
68-0262011,"Cerus Corporation",2,2,Palatine,COOK
65-1219504,"Adventist Bolingbrook Hospital",2,2,Bolingbrook,DUPAGE
62-1771578,"Bill Me Later, Inc.",2,2,Chicago,COOK
62-1598430,"UNUM Group",2,2,"Chicago,Evanston",COOK
62-0928337,"Merastar Insurance Company",2,2,Chicago,COOK
61-1767987,"International Recruiting LLC",2,2,Chicago,COOK
61-1684001,"Tek Excel Inc.",2,2,"Lisle,Rolling Meadows","DUPAGE,COOK"
61-1247430,"Wanxiang America Corporation",2,2,Elgin,KANE
59-3797948,"Atlassian US, Inc.",2,2,"Chicago,Evanston",COOK
58-2666402,"Intralot, Inc.",2,1,"Bolingbrook,Chicago","COOK,WILL"
58-2466085,"Apex-2000 Inc",2,2,Chicago.,COOK
58-2365257,"KNAPP Inc.",2,2,Joliet,WILL
58-2308827,"BCD Travel USA LLC",2,2,"Chicago, IL,Chicago",COOK
58-1995394,"Invesco Group Services, Inc.",2,2,"Downers Grove",DUPAGE
58-1276168,"LexisNexis Risk Solutions Inc.",2,2,"Palatine,Evanston",COOK
58-0401110,"Equifax Inc.",2,2,Chicago,COOK
57-1227406,"TECHPILLARS, INC.",2,1,Chicago,COOK
57-0373224,"Arcadis U.S., Inc.",2,2,Chicago,COOK
56-2594344,"Canon Medical Research USA, Inc.",2,2,"Vernon Hills",LAKE
56-2516796,"Denodo Technologies Inc.",2,2,Chicago,COOK
56-2413911,"Headstrong Services LLC",2,2,"Buffalo Grove",LAKE
56-1874931,"Compass Group USA, Inc.",2,2,"Elk Grove Village,Chicago",COOK
56-0163330,"BFS Operations LLC",2,2,Skokie,COOK
54-6001805,"Virginia Polytechnic Institute & State University",2,2,Batavia,KANE
54-1955550,"comScore, Inc.",2,2,Chicago,COOK
54-1816287,"Marlabs LLC",2,2,Aurora,DUPAGE
54-1536037,"McFadyen Consulting Group, Inc.",2,2,Naperville,DUPAGE
54-1419531,"Robertshaw Controls Company",2,2,Itasca,DUPAGE
52-2307626,"Credico (USA) LLC",2,2,Chicago,COOK
52-2213940,"Vitality Management Company, LLC",2,2,Chicago,COOK
52-2207301,"Comarch Inc.",2,2,Rosemont,COOK
52-1464254,"INDOTRONIX INTERNATIONAL CORPORATION",2,2,Chicago,COOK
52-1150358,"Crowell & Moring LLP",2,2,Chicago,COOK
52-0910053,"National Railroad Passenger Corporation",2,2,"Plainfield,Chicago","WILL,COOK"
52-0893615,"ICF Incorporated, LLC",2,2,Chicago,COOK
51-0378135,"The Siegfried Group LLP",2,0,Chicago,COOK
47-5603187,"Mancini Law Group P.C.",2,1,Chicago,COOK
47-5495367,"Nukasani Group Inc",2,2,Aurora,KANE
47-5331075,"Astute LLC",2,2,Naperville,WILL
47-5200286,"ACTICO Corp.",2,2,Chicago,COOK
47-5189493,"Career Soft Solutions Inc",2,2,"Chicago,Plainfield","COOK,WILL"
47-5174862,"Quebec Solutions Inc",2,2,Chicago,COOK
47-5005401,"Iya foods Inc.",2,2,Naperville,WILL
47-4473368,"SOFTSTANDARD SOLUTIONS LLC",2,2,"Rolling Meadows",COOK
47-4361714,"Weee! Inc.",2,2,Hodgkins,COOK
47-4319823,"Zelis Healthcare, LLC",2,2,Chicago,COOK
47-4318413,"Pi Square Technologies LLC",2,2,"Deer Park,Aurora","LAKE,DUPAGE"
47-4122429,"Sriven Pros Inc",2,2,"Bolingbrook,Bolingbrook, IL 60440",WILL
47-4023875,"City View Multicare Center, LLC",2,1,Cicero,COOK
47-3828608,"I2C BUSINESS SOLUTIONS INC.",2,2,SKOKIE,COOK
47-3124057,"2 CUTE CLOTHING CORPORATION",2,1,MOKENA,COOK
47-3108366,"Livingston Falls, Inc.",2,1,Naperville,DUPAGE
47-2803129,"Technoware Solutions LLC",2,2,"Downers Grove",DUPAGE
47-2707351,"Nexgen Packaging, LLC.",2,2,Westmont,DUPAGE
47-2573795,"AVEVA SOFTWARE, LLC",2,2,Chicago,COOK
47-2434266,"KNACK NY INC",2,2,Chicago,COOK
47-2410840,"Tianyu Arts & Culture, Inc",2,2,Chicago,COOK
47-2369532,"Beeline Group, LLC",2,2,"Elk Grove Village",COOK
47-2055586,"CGINFOSYS INC",2,2,"Arlington Heights,Chicago",COOK
47-2024034,"Inomagen Therapeutics, Inc",2,1,Chicago,COOK
47-1850588,"ARORA INFOTECH, INC",2,2,"Warrenvile,WARRENVILLE",DUPAGE
47-1729855,"Dataquad Inc.",2,2,"CHICAGO,Riverwoods","COOK,LAKE"
47-1654628,"ACCIONA ENERGY USA GLOBAL LLC",2,2,"CHICAGO,Chicago",COOK
47-1594664,"TOP EDGE TECHNOLOGY, INC.",2,2,"Chicago,Schaumburg",COOK
47-1581053,"Green Line Logistics, Inc",2,2,"Markham,MARKHAM","COOK,LAKE"
47-1324071,"Shiv Donuts Inc (DBA Dunkin)",2,1,Summit,COOK
47-1042295,"DATAEDGE, INC",2,2,"ITASCA,SCHAUMBURG","DUPAGE,COOK"
47-0900849,"Paychex North America Inc.",2,2,"Wheeling,Vernon Hills","COOK,LAKE"
47-0898744,"Bijjam Information Technologies, Inc",2,2,"Schaumburg,Libertyville","COOK,LAKE"
47-0246511,"Mutual of Omaha Insurance Company",2,2,"Plainfield,Villa Park","WILL,DUPAGE"
46-5747423,"Maven Clinic Co.",2,2,Aurora,DUPAGE
46-5582856,"TekinvaderZ LLC",2,2,"Westchester,Naperville","COOK,DUPAGE"
46-5380558,"Havensight Consulting Group, LLC",2,2,Chicago,COOK
46-5370631,"Nemera US Holdings",2,2,"Buffalo Grove",LAKE
46-4632966,"BIZCLOUD ANALYTICS, INC.",2,2,Chicago,COOK
46-4452602,"Elite RF LLC",2,2,"Hanover Park",COOK
46-4396789,"ML Group Design & Development, LLC",2,2,Skokie,COOK
46-4364776,"Robinhood Markets, Inc.",2,2,Chicago,COOK
46-4256924,"Xylo Consulting, LLC.",2,2,"Mundelein,NORTHBROOK","LAKE,COOK"
46-4248164,"ABC Holding Inc.",2,1,Lombard,DUPAGE
46-3807577,"Ed Miniat LLC",2,2,"Chicago,South Holland",COOK
46-3757757,"PalmDrive Inc.",2,2,Chicago,COOK
46-3413142,"Pfanstiehl, Inc.",2,2,Waukegan,LAKE
46-3291703,"Synoptek, LLC",2,2,"Vernon Hills,SKOKIE","LAKE,COOK"
46-3245864,"Reproductive Genetic Innovations LLC",2,2,Northbrook,COOK
46-3207984,"ISMILE TECHNOLOGIES LLC",2,2,Bolingbrook,WILL
46-3122413,"LifeSpeed Behavioral Support Services LLC",2,2,"Forest Park",COOK
46-3079537,"Excelon Solutions LLC",2,2,"Chicago,Naperville","COOK,DUPAGE"
46-2954863,"Cloud 9 Solutions, LLC",2,2,Chicago,COOK
46-2948758,"Ensar Solutions, Inc.",2,2,Lombard,DUPAGE
46-2750048,"Golden Arcus Int'l Co",2,2,"Franklin Park",COOK
46-2706284,"Pellegrino, Saccomani & Wells, CPA's, LLP",2,2,"Rolling Meadows",COOK
46-2648765,"Chags Health Information Technology, LLC",2,2,Lisle,DUPAGE
46-2637149,"TEQLOGICA CORPORATION",2,2,Chicago,COOK
46-2623360,"All Kids Dental Center, LLC",2,2,Chicago,COOK
46-2435519,"Priamba Soft LLC",2,2,LISLE,DUPAGE
46-2316476,"Lorsiv Technologies",2,2,Plainfield,WILL
46-2014860,"Maximum Healthcare Solutions, Inc.",2,2,Alsip,COOK
46-1915233,"Velocity Global, LLC",2,2,"Chicago,Schaumburg",COOK
46-1711470,"VHL Technologies Inc",2,2,Chicago,COOK
46-1199057,"Novacare Services Inc.",2,1,Hillside,COOK
46-1105421,"ROCKET TRAVEL, INC.",2,2,Chicago,COOK
46-1095755,"OneMain General Services Corporation",2,2,"Des Plaines,Apt.#1",COOK
46-0936302,"iCodice LLC",2,2,"Rolling Meadows",COOK
46-0833969,"INVICKTUS INC",2,2,"ELK GROVE VILLAGE",COOK
46-0760246,"Smart Energy Systems, Inc.",2,2,"Hoffman Estates",COOK
46-0637161,"Youtech & Associates, Inc.",2,2,Lisle,DUPAGE
46-0636226,"By Discovery LLC",2,2,"Oak Park",COOK
46-0524950,"Goldwind USA, Inc.",2,2,Chicago,COOK
45-5560973,"Xebia USA Inc.",2,1,Romeoville,WILL
45-5403273,"VIATechnik LLC",2,2,Chicago,COOK
45-5293997,"Coinbase, Inc.",2,2,Chicago,COOK
45-5189216,"SAIPSIT INC",2,2,Rosemont,COOK
45-5107574,"Cyclone Group, P.C.",2,2,Chicago,COOK
45-5084440,"H and S Health Specialists, LLC",2,1,Chicago,COOK
45-5031283,"Nuvitek LLC",2,2,"South Elgin",KANE
45-4660612,"Upstart Network, Inc.",2,2,"Chicago,Naperville","COOK,DUPAGE"
45-4572126,"Sapphire Software Solutions, Inc.",2,2,"Chicago,SCHAUMBURG",COOK
45-4411958,"INCEDO, INC.",2,2,Schaumburg,COOK
45-4168768,"Toast, Inc.",2,2,"Mount Prospect,Chicago",COOK
45-4099840,"Binary Tech Consulting Corp",2,1,"Mettawa,Naperville","LAKE,DUPAGE"
45-3719567,"Adelfia LLC",2,2,Chicago,COOK
45-3507587,"Existential Counselors Society, Ltd.",2,2,Joliet,WILL
45-3507182,"NEO PRISM SOLUTIONS LLC",2,2,"Naperville,RiverWoods","DUPAGE,LAKE"
45-3412032,"IPOLARITY LLC",2,2,"Oak Brook,Lombard",DUPAGE
45-3135639,"CrowdStrike, Inc.",2,2,"Aurora,Bolingbrook","DUPAGE,WILL"
45-3084136,"Evolent Health LLC",2,2,"Naperville,Aurora",DUPAGE
45-2780105,"Wellmax usa corp",2,2,"Elk Grove Village",COOK
45-2741854,"Phoenix Tree Publishing Inc.",2,2,Chicago,COOK
45-2700157,"E-GIANTS TECHNOLOGIES LLC",2,2,"CHICAGO,DESPLAINES",COOK
45-2546501,"Reddit, Inc.",2,2,"Glenview,Chicago",COOK
45-2477042,"Housecall Physicians of Illinois d/b/a MD at Home",2,2,Chicago,COOK
45-2294855,"IFUSION INC.",2,2,"BUFFALO GROVE,VERNON HILLS",LAKE
45-2155427,"Evolutyz Corp",2,2,"Schaumburg,Algonquin","COOK,MCHENRY"
45-2053787,"UNIKPROS INC",2,2,CHICAGO,COOK
45-2046738,"Coherent Economics, LLC",2,2,Chicago,COOK
45-0458257,"Westfield Distributing (North Dakota) Inc.",2,2,Naperville,DUPAGE
43-1339487,"Amdocs, Inc.",2,2,"CHICAGO,Chicago",COOK
43-0820871,"Hallmark Marketing Company, LLC",2,2,Schaumburg,COOK
42-6004813,"The University of Iowa",2,2,"Aurora,Chicago","KANE,COOK"
42-1733483,"Zynga, Inc.",2,2,"Naperville,Chicago","DUPAGE,COOK"
42-1612910,"United States Drug Testing Laboratory, Inc.",2,2,"Des Plaines",COOK
42-1446986,"Quality Consulting, Inc.",2,1,Chicago,COOK
42-1249917,"Terracon Consultants, Inc.",2,2,"Schaumburg,Chicago",COOK
42-1080796,"Wells Enterprises, Inc.",2,2,Chicago,COOK
42-0704420,"Hach Company",2,1,Romeoville,WILL
41-6034000,"BNSF Railway Company",2,1,Chicago,COOK
41-2202517,"Calypso Soft Inc.",2,2,"Abbott Park,Westchester","LAKE,COOK"
41-2139945,"Dental Experts LLC",2,2,"Blue Island,Chicago",COOK
41-1941551,"Entegris, Inc.",2,2,Aurora,DUPAGE
41-1877565,"Benefit Resource, Inc.",2,2,Chicago,COOK
41-1684205,"BRAUN INTERTEC CORPORATION",2,2,CHICAGO,COOK
41-0793046,"American Academy of Dermatology, Inc.",2,1,Rosemont,COOK
41-0129150,"Archer Daniels Midland Company",2,2,Chicago,COOK
39-2049523,"Tiles In Style, LLC",2,2,"South Holland",COOK
39-1821626,"Eversana Life Science Services, LLC",2,2,Chicago,COOK
39-1768725,"CDW Technologies LLC",2,2,"Vernon Hills,Chicago","LAKE,COOK"
39-1474120,"Michaels Energy, Inc.",2,2,Chicago,COOK
39-1385474,"Rams Contracting, Ltd",2,2,Chicago,COOK
39-1017450,"Schreiber Foods, Inc.",2,2,Plainfield,WILL
38-4199073,"Jarvis Business Solutions LLC",2,2,Chicago,COOK
38-3935920,"ABOTTS Consulting Inc",2,2,Chicago,COOK
38-3869170,"Mondelez Global LLC",2,2,Chicago,COOK
38-3519215,"ICONMA LLC",2,2,Chicago,COOK
38-3446497,"Kyyba, Inc.",2,2,"North Chicago",LAKE
38-3308919,"Information Data Systems Inc.",2,2,"Lake Barrington Shores,Naperville","LAKE,DUPAGE"
37-2006445,"Suwan PD Group LLC",2,1,"Chicago,CHICAGO",COOK
37-1979733,"Dar-US Inc.",2,1,Westchester,COOK
37-1777845,"Nymbus, Inc.",2,2,Chicago,COOK
37-1770789,"Cyclotron, Inc.",2,1,"Oak Park",COOK
37-1766312,"BRIDGE LEGAL TECHNOLOGY LLC",2,2,Chicago,COOK
37-1748652,"Retail Insight U.S., Inc.",2,2,Chicago,COOK
37-1703874,"Starcom Worldwide, Inc.",2,2,Chicago,COOK
37-1572701,"Path Construction Company, Inc.",2,2,"ARLINGTON HEIGHTS,Arlington Heights",COOK
37-1457090,"US SOFTWARE PROFESSIONALS INC",2,2,Chicago,COOK
37-0813229,"OSF Healthcare System",2,2,"Evergreen Park",COOK
36-6008480,"Northern Illinois University",2,2,"Aurora,Chicago","DUPAGE,COOK"
36-6000085,"Thorek Memorial Hospital",2,2,Chicago,COOK
36-4906857,"Brillfy Technology, Inc.",2,2,"Chicago,Waukegan","COOK,LAKE"
36-4741451,"VERSA NETWORKS, INC.",2,2,Chicago,COOK
36-4519916,"Simplex Investments, LLC",2,2,Chicago,COOK
36-4481735,"Solstice Consulting, LLC",2,2,"Naperville,Chicago","DUPAGE,COOK"
36-4476321,"Consolidated Trading LLC",2,2,Chicago,COOK
36-4468504,"GUIDEWIRE SOFTWARE, INC.",2,2,"Chicago,Aurora","COOK,DUPAGE"
36-4437241,"Adage Technologies, Inc.",2,2,Chicago,COOK
36-4434050,"ISM SOUND CONSULTING CORPORATION",2,1,Chicago,COOK
36-4414329,"Sigenics, Inc.",2,2,Chicago,COOK
36-4409756,"Socius Ingredients, LLC",2,2,"Chicago,Evanston",COOK
36-4404761,"Ames Engineering, Inc",2,2,"Downers Grove",DUPAGE
36-4397860,"Site Design Group, Ltd.",2,2,Chicago,COOK
36-4397726,"OpticsPlanet, Inc.",2,2,Northbrook,COOK
36-4391340,"Sharpedge Solutions Inc",2,2,"Northbrook,Chicago",COOK
36-4369576,"ERESOURCES CONSULTANTS, INC.",2,2,Schaumburg,COOK
36-4367074,"Palantir.net Inc.",2,2,Chicago,COOK
36-4345757,"Hubergroup USA, Inc",2,2,Lisle,DUPAGE
36-4340961,"IBT Group, LLC",2,2,Chicago,COOK
36-4340266,"Chicago Mercantile Exchange Inc.",2,2,Chicago,COOK
36-4271142,"Manus-Northwestern Oral Health Center, Ltd.",2,2,Plainfield,WILL
36-4270412,"TEAMS Design USA, Inc.",2,2,Chicago,COOK
36-4263432,"BLA, Inc.",2,2,Itasca,DUPAGE
36-4246600,"Plato Academy, Incorportated",2,2,"Des Plaines",COOK
36-4238777,"Steven Spector, LLC",2,2,Northbrook,COOK
36-4234909,"Brook Architecture Incorporated",2,1,Chicago,COOK
36-4225633,"Pan-Oceanic Engineering Co.",2,2,Chicago,COOK
36-4221605,"THE MARTIN-BROWER COMPANY,L.L.C.",2,2,Rosemont,COOK
36-4208989,"UIS Consulting LLC",2,2,"Chicago,Bloomingdale","COOK,DUPAGE"
36-4182595,"KUBOTA ENGINE AMERICA CORPORATION",2,1,Lincolnshire,LAKE
36-4179718,"PLS Financial Services, Inc.",2,2,"Oak Brook,Naperville",DUPAGE
36-4172640,"PEAK6 Capital Management, LLC",2,2,Chicago,COOK
36-4167589,"Innovia Surgery Center, LLC",2,1,"WOOD DALE",DUPAGE
36-4156327,"Freedom Solutions Group LLC",2,1,Chicago,COOK
36-4149105,"Systems Guild, Inc.",2,2,Algonquin,MCHENRY
36-4143020,"STENOGRAPH, LLC",2,2,"DOWNERS GROVE",DUPAGE
36-4139882,"Sysmex America, Inc.",2,2,Lincolnshire,LAKE
36-4077368,"VIVA USA INC.",2,2,"Rolling Meadows",COOK
36-4049282,"Pasquesi Sheppard LLC",2,2,"Lake Forest",LAKE
36-4019827,"RAPP Illinois Inc.",2,2,CHICAGO,COOK
36-3990452,"Novatio Solutions LLC",2,2,"ROLLING MEADOWS,Chicago",COOK
36-3985641,"WORLD ASIA LOGISTICS, INC.",2,1,"WOOD DALE",DUPAGE
36-3976708,"DWS Distributors, Inc.",2,2,Chicago,COOK
36-3972764,"Eliacostas Painting & Drywall, Inc",2,1,Westmont,DUPAGE
36-3962593,"Leo J. Shapiro & Associates, LLC",2,2,Chicago,COOK
36-3948996,"Insight Direct USA, Inc",2,2,Chicago,COOK
36-3936382,"GAW Paper Coating Systems Inc.",2,2,Chicago,COOK
36-3926347,"Prairie Management & Development, Inc.",2,2,Chicago,COOK
36-3917413,"UrbanWorks, Ltd",2,2,Chicago,COOK
36-3916301,"ACURA INC.",2,2,BENSENVILLE,DUPAGE
36-3906498,"FREDONIA, INC.",2,2,"WHEATON,Wheaton",DUPAGE
36-3890067,"Dresner Investment Services, Inc.",2,2,Chicago,COOK
36-3871028,"Aon Service Corporation",2,2,"Chicago,Aurora","COOK,DUPAGE"
36-3864536,"Nidec Mobility America Corporation",2,2,"St. Charles",KANE
36-3849901,"Small Business AccounTax, Ltd",2,2,"CHICAGO,Chicago",COOK
36-3806321,"Vail Systems, Inc.",2,2,"Chicago,Deerfield","COOK,LAKE"
36-3752338,KAN-WIN,2,1,"Park Ridge",COOK
36-3739782,"COMPSYCH MANAGEMENT CORPORATION",2,2,CHICAGO,COOK
36-3734087,"PAN ETHNIC INTERNATIONAL, INC.",2,2,Chicago,COOK
36-3707712,"GAM ENTERPRISES, INC.",2,2,"Mount Prospect",COOK
36-3673415,"Phoenix Instruments Inc.",2,2,Naperville,DUPAGE
36-3599313,"Aon Re, Inc.",2,2,"Naperville,Chicago","DUPAGE,COOK"
36-3555497,"Charles Vincent George Architects",2,1,Naperville,DUPAGE
36-3548575,"Quantitative Risk Management Inc.",2,2,"Northbrook,Chicago",COOK
36-3484503,"American Labelmark Company Inc.",2,2,Chicago,COOK
36-3481016,"National Council of State Boards of Nursing, Inc.",2,2,Chicago,COOK
36-3468939,"Christopher B. Burke Engineering, Ltd.",2,2,Rosemont,COOK
36-3429602,"Mesirow Financial",2,2,Chicago,COOK
36-3409697,"Huck Buoma P.C.",2,1,Wheaton,DUPAGE
36-3329400,"USG Corporation",2,2,"Chicago,Libertyville","COOK,LAKE"
36-3325492,"Wilson Hunt International, Ltd.",2,2,Bannockburn,LAKE
36-3258696,"National Council of Young Mens Christian Associations of the United States of America",2,2,Chicago,COOK
36-3204157,"Best Computer Systems, LLC (d/b/a BestRx)",2,2,"Oak Brook",DUPAGE
36-3199182,"Sentinel Technologies, Inc.",2,2,"Downers Grove",DUPAGE
36-3168093,"South-East Asia Center",2,2,Chicago,COOK
36-3166087,"Fuchs Lubricants Co.",2,2,Harvey,COOK
36-3165679,"Palm USA Inc",2,2,Chicago,COOK
36-3164138,"RUBINOS AND MESIA ENGINEERS, INC.",2,2,CHICAGO,COOK
36-3155049,"The Corporation for Interest Rate Management",2,2,Chicago,COOK
36-3032807,"A.L.L. Masonry Construction Co. Inc.",2,2,Cicero,COOK
36-3003387,"SWD Inc.",2,2,Addison,DUPAGE
36-3000577,"Goettsch Partners, Inc.",2,2,Chicago,COOK
36-2984043,"Chinese American Service League, Inc.",2,2,Chicago,COOK
36-2930649,"ALICIA INTERNATIONAL, INC.",2,2,NILES,COOK
36-2886470,"Guardian Electric Manufacturing Co.",2,2,"WOODSTOCK,Woodstock",MCHENRY
36-2792796,"Assemblers, Inc.",2,2,Chicago,COOK
36-2785090,"E.J. Basler Co.",2,2,"Schiller Park",COOK
36-2780335,"Fehr-Graham & Associates LLC",2,2,Aurora,KANE
36-2746468,"The Hana Center",2,2,Chicago,COOK
36-2728842,"Illinois Central Railroad Company",2,2,"Homewood,Lombard","COOK,DUPAGE"
36-2704011,"ECS FINANCIAL SERVICES, INC.",2,2,Northbrook,COOK
36-2685608,"Sedgwick Claims Management Services, Inc.",2,2,Naperville,DUPAGE
36-2605840,"Wight & Company",2,2,"Darien,Chicago","DUPAGE,COOK"
36-2580815,"Chicago State University",2,2,Chicago,COOK
36-2516066,"Darwill, Inc.",2,2,"Oakbrook Terrace",DUPAGE
36-2515868,"Judson University",2,2,Elgin,KANE
36-2472404,"Navistar Financial Corporation",2,2,Lisle,DUPAGE
36-2435047,"TruNorth Educational Cooperative 804",2,2,"Highland Park","LAKE,COOK"
36-2425517,"ALLIED TUBE AND CONDUIT CORPORATION",2,2,Harvey,COOK
36-2388872,"Chicago Blackhawks Hockey Team, Inc.",2,2,Chicago,COOK
36-2382849,"Metropolitan Planning Council",2,1,Chicago,COOK
36-2368817,"Daniel J. Edelman Inc.",2,2,Chicago,COOK
36-2361295,"Waltz Brothers, Inc.",2,2,Wheeling,COOK
36-2357423,"KONE, Inc.",2,2,Lisle,DUPAGE
36-2284619,"Georgia Nut Company",2,1,Skokie,COOK
36-2235165,"Presence Chicago Hospitals Network",2,2,Chicago,COOK
36-2183817,"Society of the Divine Word",2,2,Wheeling,COOK
36-2182171,"Wheaton College",2,2,Wheaton,DUPAGE
36-2182095,"VNA Health Care",2,2,"Aurora,Villa Park","KANE,DUPAGE"
36-2169122,"IIT Research Institute",2,2,Chicago,COOK
36-2167796,"Government Finance Officers Association",2,2,Chicago,COOK
36-2167792,"Moody Bible Institute",2,2,Chicago,COOK
36-2137456,"Baker & McKenzie LLP",2,2,Chicago,COOK
36-1892375,"Underwriters Laboratories Inc.",2,2,Skokie,COOK
36-1717960,"Joseph T. Ryerson & Son, Inc.",2,2,Chicago,COOK
36-1035810,"Elgin Industries, Inc.",2,2,Elgin,KANE
36-0896640,"The Chicago Bears Football Club, Inc.",2,2,"Lake Forest",LAKE
35-2779567,"HAPTRANS HOLDINGS USA",2,1,"Wood Dale",DUPAGE
35-2640515,"Nestosh LLC",2,2,"Glendale Heights",DUPAGE
35-2195232,"gulaid consulting engineers, P.C.",2,2,schaumburg,COOK
33-4131516,"STREAMLINE ENGINEERING LLC",2,2,Schaumburg,COOK
33-3951104,"Full Arts Cultural Corporation",2,1,Chicago,COOK
33-2785606,"Econic Partners US LLC",2,2,Chicago,COOK
33-1726139,"INFLUENCEN INC.",2,2,CHICAGO,COOK
33-1158582,"Elman Law Group, LLC",2,2,Chicago,COOK
32-0619311,"Foundry Digital, LLC",2,2,Chicago,COOK
32-0503465,"Morningstar Research Services LLC",2,2,Chicago,COOK
32-0490629,"Broad-Ocean Motor Houston LLC",2,2,Darien,DUPAGE
32-0204518,"Werner Co.",2,2,"Crystal Lake",MCHENRY
32-0155315,"Prabhav Services Inc.",2,2,"Arlington Heights,Naperville","COOK,DUPAGE"
31-1579122,"Swift Technologies Inc",2,1,"Riverwoods,RIVERWOODS",LAKE
31-0966785,"The Huntington National Bank",2,2,"Buffalo Grove,Chicago","LAKE,COOK"
30-1374045,"Essential Biotech Inc.",2,2,"Oak Brook",DUPAGE
30-1283598,"NEONSOFT INC",2,2,CHICAGO,COOK
